pitcher_id,pitch_count,success_count,success_rate
21795,4512,2170,0.48093971631205673
23589,4500,2306,0.5124444444444445
24100,4480,2229,0.49754464285714284
23421,4464,2675,0.5992383512544803
21372,4455,2201,0.4940516273849607
23414,4434,2231,0.5031574199368516
24465,4420,2657,0.601131221719457
23112,4391,2438,0.5552265998633569
23695,4384,2241,0.5111770072992701
23238,4377,2238,0.5113091158327622
24038,4375,2034,0.4649142857142857
23634,4357,2376,0.5453293550608217
22547,4326,2066,0.47757743874248726
23929,4326,2411,0.5573277854831253
23439,4275,2411,0.5639766081871345
23696,4253,2538,0.5967552316012227
23642,4239,2489,0.587166784619014
22651,4217,1998,0.473796537823097
24460,4162,2174,0.5223450264296011
23665,4127,1973,0.47807123818754543
23105,4123,2086,0.5059422750424448
24310,4106,2286,0.5567462250365319
22592,4069,2003,0.4922585401818629
22028,4026,1908,0.47391952309985097
24063,4020,1880,0.46766169154228854
22292,3998,1925,0.4814907453726863
22525,3989,2099,0.5261970418651291
22710,3960,2168,0.5474747474747474
23650,3926,1931,0.49184921039225676
23363,3924,1907,0.4859836901121305
22820,3918,1844,0.4706482899438489
23231,3864,2330,0.6030020703933747
22996,3778,2119,0.5608787718369508
22617,3759,1902,0.5059856344772546
23935,3744,1952,0.5213675213675214
21432,3741,2006,0.5362202619620422
22772,3690,1923,0.5211382113821138
23893,3654,1874,0.5128626163108921
23979,3616,1882,0.5204646017699115
23043,3602,1736,0.4819544697390339
23426,3571,2083,0.5833099971996639
24129,3552,1537,0.43271396396396394
22302,3542,1763,0.4977413890457369
22540,3522,1895,0.5380465644520159
22118,3508,1573,0.4484036488027366
24389,3491,1678,0.48066456602692637
22717,3441,1553,0.45132229003196744
23917,3437,2020,0.5877218504509747
23849,3426,1985,0.5793928779918271
24252,3420,1699,0.49678362573099416
22675,3417,1826,0.5343868890839918
23644,3400,1993,0.5861764705882353
22368,3369,1768,0.5247848026120511
22427,3357,1845,0.5495978552278821
24140,3330,1827,0.5486486486486486
23786,3262,1615,0.49509503372164315
23558,3225,1540,0.47751937984496123
23565,3210,1607,0.5006230529595016
22899,3197,1575,0.49264935877385047
21943,3171,1512,0.4768211920529801
23536,3164,1618,0.511378002528445
22598,3152,1688,0.5355329949238579
24085,3137,1500,0.47816385081287854
23857,3136,1621,0.5169005102040817
24020,3126,1587,0.5076775431861804
23631,3098,1696,0.5474499677211104
24109,3093,1655,0.5350792111218882
24459,3085,1576,0.5108589951377633
22508,3085,1563,0.5066450567260941
21813,3085,1560,0.5056726094003241
23632,3076,1608,0.5227568270481144
23092,3064,1497,0.48857702349869453
24099,3048,1515,0.4970472440944882
22253,3007,1694,0.5633521782507482
21994,2992,1570,0.5247326203208557
23415,2982,1871,0.6274312541918176
23504,2982,1602,0.5372233400402414
23597,2969,1401,0.47187605254294374
23312,2957,1576,0.5329726073723369
23914,2949,1564,0.5303492709393015
23418,2947,1724,0.5850016966406515
22703,2933,1655,0.5642686668939653
22761,2928,1581,0.5399590163934426
24483,2906,1660,0.5712319339298004
24327,2904,1560,0.5371900826446281
24237,2876,1315,0.45723226703755215
23614,2875,1552,0.5398260869565218
23869,2868,1429,0.49825662482566246
24570,2832,1424,0.5028248587570622
23424,2829,1413,0.49946977730646874
23915,2828,1598,0.5650636492220651
24306,2820,1547,0.548581560283688
23916,2809,1477,0.525809896760413
22840,2795,1613,0.5771019677996422
23962,2789,1497,0.5367515238436715
24447,2785,1378,0.4947935368043088
23655,2764,1769,0.6400144717800289
24043,2728,1383,0.5069648093841642
23496,2704,1488,0.5502958579881657
23651,2692,1356,0.5037147102526003
23930,2685,1271,0.4733705772811918
21549,2671,1729,0.6473230999625609
24541,2604,1181,0.4535330261136713
24604,2599,1565,0.6021546748749519
23627,2597,1448,0.5575664227955333
23758,2569,1485,0.5780459322693655
23617,2569,1262,0.491241728298949
24286,2563,1263,0.4927818962153726
24076,2550,1152,0.45176470588235296
23534,2538,1479,0.58274231678487
23501,2533,1267,0.5001973943939992
24056,2502,1304,0.5211830535571543
23871,2497,1285,0.5146175410492592
22205,2478,1281,0.5169491525423728
23932,2478,1265,0.5104923325262308
23515,2465,1143,0.4636916835699797
24509,2465,1315,0.5334685598377282
22667,2462,1125,0.45694557270511776
23784,2462,1202,0.4882209585702681
22154,2439,1289,0.5284952849528495
24540,2429,1361,0.5603128859613009
24086,2427,1049,0.4322208487845076
21414,2412,1378,0.5713101160862355
24560,2398,1200,0.5004170141784821
23870,2380,1051,0.44159663865546217
24193,2369,1329,0.5609962009286619
23459,2342,1237,0.5281810418445773
23047,2332,1185,0.508147512864494
22478,2299,1367,0.5946063505872118
24018,2265,1557,0.6874172185430464
23749,2252,1157,0.5137655417406749
24440,2246,1122,0.4995547640249332
24444,2245,1111,0.49487750556792875
22721,2241,1170,0.5220883534136547
23429,2235,1258,0.5628635346756152
22491,2232,1219,0.546146953405018
23898,2202,1246,0.5658492279745686
23860,2173,1164,0.5356649792913023
23761,2165,1050,0.48498845265588914
22201,2145,1117,0.5207459207459207
22621,2145,1090,0.5081585081585082
23512,2140,1165,0.544392523364486
21622,2119,1183,0.558282208588957
23748,2112,1144,0.5416666666666666
24265,2099,840,0.4001905669366365
22015,2087,895,0.42884523239099187
23684,2082,1011,0.48559077809798273
23713,2076,1064,0.51252408477842
23557,2075,1174,0.5657831325301205
23293,2058,1152,0.5597667638483965
23500,2053,1156,0.5630784218217243
24619,2029,872,0.4297683587974372
24110,2019,983,0.4868746904408123
22143,2003,989,0.49375936095856215
24089,2000,1042,0.521
23554,1994,999,0.5010030090270813
24269,1987,1096,0.5515853044791142
23190,1982,960,0.4843592330978809
24126,1977,1179,0.5963581183611533
24021,1966,1024,0.5208545269582909
24136,1960,970,0.49489795918367346
23751,1959,972,0.49617151607963245
24423,1956,941,0.4810838445807771
23944,1953,1219,0.6241679467485919
22867,1952,934,0.47848360655737704
24224,1924,806,0.4189189189189189
23902,1883,884,0.46946362187997875
23458,1880,970,0.5159574468085106
24185,1877,909,0.48428343100692595
21991,1876,925,0.49307036247334757
22905,1866,992,0.5316184351554126
23787,1862,921,0.49462943071965626
23369,1843,856,0.46446011937059145
24055,1812,968,0.5342163355408388
23697,1807,890,0.49252905368013283
24013,1803,1013,0.5618413754853022
22312,1801,829,0.4602998334258745
22925,1792,926,0.5167410714285714
24508,1783,926,0.5193494111048794
23334,1772,944,0.5327313769751693
24319,1772,822,0.463882618510158
23289,1748,958,0.5480549199084668
24178,1747,868,0.4968517458500286
23462,1746,913,0.52290950744559
23643,1734,1245,0.7179930795847751
23977,1731,886,0.511842865395725
23542,1711,945,0.5523085914669784
23759,1702,871,0.5117508813160987
22583,1679,816,0.4860035735556879
23030,1653,767,0.46400483968542044
22922,1652,731,0.4424939467312349
24152,1619,906,0.5596046942557134
24623,1602,789,0.49250936329588013
21840,1602,842,0.5255930087390761
22596,1576,1015,0.6440355329949239
23717,1575,829,0.5263492063492063
24223,1552,806,0.5193298969072165
23455,1534,712,0.4641460234680574
23568,1526,809,0.5301441677588467
22123,1511,933,0.6174718729318333
24234,1501,751,0.5003331112591606
23772,1484,758,0.5107816711590296
22404,1479,830,0.5611899932386748
23484,1475,644,0.4366101694915254
24344,1467,776,0.5289706884798909
22458,1465,806,0.5501706484641639
24626,1463,612,0.4183185235816815
21558,1456,812,0.5576923076923077
23257,1452,717,0.493801652892562
22595,1448,687,0.4744475138121547
24209,1447,699,0.48306841741534207
23094,1413,758,0.5364472753007785
23101,1412,692,0.49008498583569404
24544,1412,591,0.4185552407932011
23963,1397,691,0.49463135289906945
21875,1387,735,0.5299206921413122
24355,1361,585,0.4298310066127847
21654,1361,736,0.5407788390889052
24078,1351,596,0.4411547002220577
22311,1342,701,0.522354694485842
22234,1342,797,0.5938897168405365
23513,1340,644,0.48059701492537316
24392,1338,565,0.42227204783258593
24388,1312,588,0.4481707317073171
24568,1311,669,0.5102974828375286
24147,1286,686,0.5334370139968896
24328,1282,632,0.49297971918876754
23232,1276,685,0.536833855799373
22734,1271,683,0.5373721479150275
23110,1254,638,0.5087719298245614
23628,1253,672,0.5363128491620112
23204,1251,631,0.504396482813749
23737,1251,618,0.4940047961630695
24607,1248,610,0.48878205128205127
23766,1244,682,0.5482315112540193
23284,1243,616,0.49557522123893805
24527,1238,573,0.462843295638126
23731,1233,559,0.45336577453365773
23953,1227,635,0.5175224123879381
24411,1224,629,0.5138888888888888
23636,1222,854,0.6988543371522095
21874,1216,779,0.640625
23747,1212,631,0.5206270627062707
23475,1206,550,0.4560530679933665
23653,1202,516,0.4292845257903494
24307,1178,561,0.4762308998302207
24303,1164,662,0.5687285223367697
24329,1161,531,0.4573643410852713
22505,1157,627,0.5419187554019015
22964,1145,629,0.5493449781659389
21754,1143,573,0.5013123359580053
23005,1139,539,0.47322212467076386
24011,1138,610,0.5360281195079086
22487,1135,570,0.5022026431718062
22110,1135,733,0.6458149779735682
22795,1130,783,0.6929203539823009
24343,1125,454,0.40355555555555556
22666,1119,588,0.5254691689008043
23843,1114,605,0.5430879712746858
22309,1107,706,0.6377597109304426
22180,1098,634,0.5774134790528234
22280,1097,576,0.5250683682771194
24461,1089,566,0.519742883379247
24146,1086,516,0.47513812154696133
23654,1081,596,0.5513413506012951
22335,1080,560,0.5185185185185185
22851,1073,565,0.5265610438024231
23771,1071,518,0.48366013071895425
24463,1071,544,0.5079365079365079
24627,1067,528,0.4948453608247423
22541,1065,507,0.476056338028169
23673,1060,581,0.5481132075471699
24622,1053,494,0.4691358024691358
24239,1046,545,0.5210325047801148
22261,1046,627,0.5994263862332696
24205,1032,505,0.4893410852713178
23676,1027,485,0.47224926971762415
23137,1014,566,0.5581854043392505
24467,1012,533,0.5266798418972332
21699,1008,520,0.5158730158730159
24183,1004,477,0.4750996015936255
24387,1003,501,0.4995014955134596
23498,997,497,0.49849548645937813
23640,994,524,0.5271629778672032
21830,993,630,0.6344410876132931
23982,985,497,0.5045685279187817
24012,975,457,0.4687179487179487
24133,971,545,0.5612770339855818
24211,966,515,0.5331262939958592
20700,959,563,0.5870698644421272
22785,957,508,0.5308254963427377
22932,957,517,0.5402298850574713
23689,946,537,0.5676532769556025
23790,936,546,0.5833333333333334
23090,935,527,0.5636363636363636
23574,935,477,0.5101604278074866
23362,932,496,0.5321888412017167
23314,896,458,0.5111607142857143
23648,893,481,0.5386338185890257
24546,882,387,0.4387755102040816
22911,869,506,0.5822784810126582
23972,868,373,0.42972350230414746
24271,862,463,0.537122969837587
24484,857,397,0.4632438739789965
24488,856,385,0.4497663551401869
23258,854,392,0.45901639344262296
24088,838,383,0.45704057279236276
24485,837,446,0.5328554360812425
22136,834,408,0.4892086330935252
24169,829,398,0.48009650180940894
23703,827,446,0.5392986698911729
22933,819,427,0.5213675213675214
24424,815,425,0.5214723926380368
24166,812,439,0.5406403940886699
22810,807,547,0.677819083023544
21279,802,446,0.5561097256857855
24629,792,396,0.5
24157,785,521,0.6636942675159235
23736,784,412,0.5255102040816326
23564,774,392,0.5064599483204134
24608,766,338,0.4412532637075718
24028,764,395,0.5170157068062827
21978,758,398,0.525065963060686
24051,752,421,0.5598404255319149
24512,750,306,0.408
24624,748,353,0.47192513368983957
22731,747,418,0.5595716198125836
24313,743,364,0.4899057873485868
23385,741,394,0.5317139001349528
23904,738,343,0.46476964769647694
23383,733,420,0.572987721691678
23154,725,376,0.5186206896551724
23858,721,350,0.4854368932038835
24559,710,389,0.547887323943662
24044,700,354,0.5057142857142857
22901,698,314,0.4498567335243553
23951,688,388,0.563953488372093
23991,684,327,0.4780701754385965
23954,680,375,0.5514705882352942
24064,676,368,0.5443786982248521
24571,675,317,0.4696296296296296
23260,671,317,0.47242921013412814
23567,665,349,0.524812030075188
23863,662,415,0.6268882175226587
24151,661,323,0.4886535552193646
23294,649,295,0.45454545454545453
22473,639,365,0.5712050078247262
20938,638,349,0.5470219435736677
22978,631,370,0.5863708399366085
23532,622,360,0.5787781350482315
24469,619,296,0.4781906300484653
23332,618,335,0.5420711974110033
24059,618,338,0.5469255663430421
24631,608,263,0.43256578947368424
24026,606,278,0.45874587458745875
24573,597,258,0.4321608040201005
24241,593,326,0.5497470489038786
23336,589,350,0.5942275042444821
24042,589,290,0.4923599320882852
22776,580,322,0.5551724137931034
22099,572,288,0.5034965034965035
22220,569,267,0.46924428822495606
23942,556,317,0.5701438848920863
23145,551,326,0.5916515426497277
24117,547,224,0.40950639853747717
24118,530,268,0.5056603773584906
23560,529,245,0.46313799621928164
23151,525,267,0.5085714285714286
22622,523,226,0.4321223709369025
23157,517,245,0.4738878143133462
22615,515,259,0.5029126213592233
23423,512,349,0.681640625
23743,510,302,0.592156862745098
22007,494,314,0.6356275303643725
23556,493,308,0.6247464503042597
23054,493,260,0.5273833671399595
23428,488,328,0.6721311475409836
23302,477,261,0.5471698113207547
22414,475,304,0.64
24047,472,231,0.4894067796610169
22640,469,239,0.509594882729211
23955,467,229,0.49036402569593146
24197,464,230,0.4956896551724138
23122,463,267,0.5766738660907127
24494,457,280,0.612691466083151
22926,447,253,0.5659955257270693
24226,433,201,0.46420323325635104
23053,430,283,0.6581395348837209
24179,427,242,0.5667447306791569
23361,426,233,0.5469483568075117
24482,425,179,0.4211764705882353
23985,416,240,0.5769230769230769
24314,413,174,0.4213075060532688
23331,409,236,0.5770171149144254
23909,405,252,0.6222222222222222
23927,403,238,0.5905707196029777
23535,394,182,0.4619289340101523
23952,391,217,0.5549872122762148
23933,378,201,0.5317460317460317
24094,374,188,0.5026737967914439
23868,369,186,0.5040650406504065
21595,368,170,0.46195652173913043
24173,367,193,0.5258855585831063
23499,364,210,0.5769230769230769
24487,363,181,0.4986225895316804
23690,361,223,0.6177285318559557
23934,361,198,0.5484764542936288
24401,360,168,0.4666666666666667
24248,359,274,0.7632311977715878
23158,357,189,0.5294117647058824
24161,357,205,0.5742296918767507
23856,356,223,0.6264044943820225
22881,355,242,0.6816901408450704
23699,355,189,0.532394366197183
24537,355,177,0.49859154929577465
23762,351,192,0.5470085470085471
23177,350,201,0.5742857142857143
24572,348,134,0.3850574712643678
24399,346,143,0.41329479768786126
24434,342,151,0.4415204678362573
23461,342,204,0.5964912280701754
23964,336,152,0.4523809523809524
22428,336,182,0.5416666666666666
23783,332,162,0.4879518072289157
23236,331,198,0.5981873111782477
24633,327,137,0.41896024464831805
23754,327,213,0.6513761467889908
23342,325,184,0.5661538461538461
21733,322,178,0.5527950310559007
22233,322,164,0.5093167701863354
23024,318,157,0.4937106918238994
24017,303,116,0.38283828382838286
22923,299,160,0.5351170568561873
22815,298,180,0.6040268456375839
23175,298,189,0.6342281879194631
23968,297,137,0.4612794612794613
23596,297,167,0.5622895622895623
24167,297,187,0.6296296296296297
22869,295,124,0.42033898305084744
22870,294,190,0.6462585034013606
23819,292,124,0.4246575342465753
24039,292,133,0.4554794520547945
24317,291,129,0.44329896907216493
22321,287,186,0.6480836236933798
24112,286,183,0.6398601398601399
23872,280,138,0.4928571428571429
23139,272,159,0.5845588235294118
23182,272,142,0.5220588235294118
24349,271,103,0.3800738007380074
23947,270,108,0.4
24153,267,165,0.6179775280898876
23538,265,118,0.44528301886792454
21095,263,182,0.6920152091254753
23867,263,123,0.467680608365019
22597,256,110,0.4296875
23150,254,157,0.6181102362204725
23286,249,148,0.5943775100401606
23487,248,89,0.3588709677419355
22548,248,133,0.5362903225806451
21415,246,137,0.556910569105691
24113,246,155,0.6300813008130082
24499,246,137,0.556910569105691
23082,244,144,0.5901639344262295
23097,242,94,0.3884297520661157
22524,240,152,0.6333333333333333
22904,238,143,0.6008403361344538
22784,231,109,0.47186147186147187
24376,228,97,0.42543859649122806
23738,227,123,0.5418502202643172
23764,225,121,0.5377777777777778
23850,220,130,0.5909090909090909
24579,220,89,0.40454545454545454
23023,219,124,0.5662100456621004
23360,215,127,0.5906976744186047
24052,215,126,0.586046511627907
23879,213,137,0.6431924882629108
24102,212,119,0.5613207547169812
23366,210,105,0.5
23343,210,96,0.45714285714285713
23779,208,107,0.5144230769230769
24277,208,89,0.42788461538461536
24247,208,106,0.5096153846153846
22742,207,118,0.5700483091787439
24334,201,87,0.43283582089552236
23599,200,115,0.575
24425,199,92,0.4623115577889447
24116,192,105,0.546875
24154,191,145,0.7591623036649214
24065,189,87,0.4603174603174603
24253,188,133,0.7074468085106383
22821,188,109,0.5797872340425532
22539,186,98,0.5268817204301075
24502,181,86,0.47513812154696133
23895,181,86,0.47513812154696133
24097,180,80,0.4444444444444444
23923,180,89,0.49444444444444446
23727,179,85,0.4748603351955307
22250,178,114,0.6404494382022472
22960,177,102,0.576271186440678
24105,175,108,0.6171428571428571
24340,175,98,0.56
24027,174,99,0.5689655172413793
22156,172,108,0.627906976744186
23959,170,73,0.4294117647058823
24268,169,88,0.5207100591715976
23680,169,114,0.6745562130177515
24452,167,69,0.41317365269461076
21178,165,120,0.7272727272727273
23600,164,109,0.6646341463414634
22915,163,88,0.5398773006134969
23240,163,95,0.5828220858895705
23384,159,74,0.46540880503144655
24165,158,86,0.5443037974683544
24515,155,65,0.41935483870967744
23931,154,98,0.6363636363636364
23740,152,91,0.5986842105263158
23516,151,115,0.7615894039735099
21587,150,103,0.6866666666666666
24373,147,70,0.47619047619047616
24131,145,79,0.5448275862068965
22579,145,88,0.6068965517241379
23966,143,76,0.5314685314685315
24486,142,52,0.36619718309859156
23479,141,70,0.49645390070921985
23886,141,63,0.44680851063829785
24377,139,63,0.45323741007194246
24369,137,72,0.5255474452554745
24533,137,64,0.46715328467153283
24516,132,43,0.32575757575757575
23714,131,103,0.7862595419847328
23765,131,80,0.6106870229007634
23922,131,75,0.5725190839694656
23775,131,71,0.5419847328244275
22836,129,84,0.6511627906976745
22029,129,82,0.6356589147286822
23984,128,69,0.5390625
23497,126,74,0.5873015873015873
24596,125,68,0.544
23446,123,80,0.6504065040650406
24259,122,77,0.6311475409836066
24045,121,43,0.35537190082644626
23887,121,61,0.5041322314049587
24531,119,52,0.4369747899159664
24525,112,59,0.5267857142857143
24398,112,57,0.5089285714285714
22722,109,72,0.6605504587155964
23519,109,72,0.6605504587155964
24135,108,82,0.7592592592592593
23866,108,24,0.2222222222222222
23884,108,73,0.6759259259259259
23488,108,47,0.4351851851851852
23921,107,46,0.42990654205607476
24498,107,45,0.4205607476635514
24566,106,49,0.46226415094339623
24446,106,70,0.660377358490566
24229,105,68,0.6476190476190476
21588,101,63,0.6237623762376238
24580,99,36,0.36363636363636365
23910,99,59,0.5959595959595959
23537,98,68,0.6938775510204082
24625,97,42,0.4329896907216495
24577,94,43,0.4574468085106383
22551,92,54,0.5869565217391305
23115,92,49,0.532608695652174
24203,92,38,0.41304347826086957
23943,89,61,0.6853932584269663
24518,87,44,0.5057471264367817
24198,87,53,0.6091954022988506
24339,86,42,0.4883720930232558
24104,86,37,0.43023255813953487
24181,86,41,0.47674418604651164
24552,85,45,0.5294117647058824
23491,85,57,0.6705882352941176
24244,85,39,0.4588235294117647
24420,85,39,0.4588235294117647
23305,84,49,0.5833333333333334
23920,84,57,0.6785714285714286
24412,84,38,0.4523809523809524
24156,82,51,0.6219512195121951
24276,81,37,0.4567901234567901
24346,80,32,0.4
23874,79,52,0.6582278481012658
24478,78,35,0.44871794871794873
23618,76,49,0.6447368421052632
24107,76,40,0.5263157894736842
23514,75,42,0.56
24048,75,34,0.4533333333333333
24267,72,36,0.5
24201,71,32,0.4507042253521127
21571,71,47,0.6619718309859155
23936,70,33,0.4714285714285714
24598,69,23,0.3333333333333333
23324,66,49,0.7424242424242424
24184,65,29,0.4461538461538462
23785,64,39,0.609375
23721,63,28,0.4444444444444444
23447,63,42,0.6666666666666666
24281,63,37,0.5873015873015873
23598,61,53,0.8688524590163934
24370,60,40,0.6666666666666666
23950,60,44,0.7333333333333333
24450,60,29,0.48333333333333334
23967,60,32,0.5333333333333333
23794,59,33,0.559322033898305
24170,58,26,0.4482758620689655
23615,56,31,0.5535714285714286
24338,56,25,0.44642857142857145
23624,56,47,0.8392857142857143
24069,55,31,0.5636363636363636
24394,55,29,0.5272727272727272
24358,55,30,0.5454545454545454
23575,53,38,0.7169811320754716
23652,53,27,0.5094339622641509
23502,53,35,0.660377358490566
23194,51,36,0.7058823529411765
23003,51,31,0.6078431372549019
23708,50,37,0.74
24565,50,15,0.3
24084,49,36,0.7346938775510204
23908,48,32,0.6666666666666666
24202,48,24,0.5
24213,47,25,0.5319148936170213
22349,47,33,0.7021276595744681
23591,46,34,0.7391304347826086
24535,45,19,0.4222222222222222
23267,45,37,0.8222222222222222
23485,45,32,0.7111111111111111
24168,43,25,0.5813953488372093
24433,42,27,0.6428571428571429
22305,42,22,0.5238095238095238
24602,41,21,0.5121951219512195
22786,41,30,0.7317073170731707
23660,40,25,0.625
23117,39,30,0.7692307692307693
23431,39,20,0.5128205128205128
24262,39,27,0.6923076923076923
24380,37,15,0.40540540540540543
24246,37,25,0.6756756756756757
24609,36,21,0.5833333333333334
23107,36,25,0.6944444444444444
24311,35,31,0.8857142857142857
24391,35,12,0.34285714285714286
24449,33,11,0.3333333333333333
24564,33,13,0.3939393939393939
24477,32,17,0.53125
23091,31,17,0.5483870967741935
24591,31,21,0.6774193548387096
24036,30,20,0.6666666666666666
23885,30,16,0.5333333333333333
23520,30,11,0.36666666666666664
23449,29,18,0.6206896551724138
23670,28,15,0.5357142857142857
24374,28,8,0.2857142857142857
24015,28,18,0.6428571428571429
22332,28,9,0.32142857142857145
24621,27,8,0.2962962962962963
23763,26,11,0.4230769230769231
23729,26,14,0.5384615384615384
22203,26,21,0.8076923076923077
24073,25,12,0.48
24172,25,12,0.48
22763,24,15,0.625
23682,24,16,0.6666666666666666
24605,24,3,0.125
21624,24,11,0.4583333333333333
23873,23,18,0.782608695652174
22345,23,12,0.5217391304347826
21857,22,17,0.7727272727272727
23777,22,14,0.6363636363636364
23444,22,12,0.5454545454545454
23912,22,11,0.5
22985,22,15,0.6818181818181818
23262,21,11,0.5238095238095238
24390,21,12,0.5714285714285714
23693,21,11,0.5238095238095238
21170,20,10,0.5
24585,20,6,0.3
24587,20,9,0.45
22842,19,15,0.7894736842105263
24258,19,14,0.7368421052631579
24597,19,7,0.3684210526315789
23659,19,10,0.5263157894736842
24333,19,10,0.5263157894736842
23148,18,14,0.7777777777777778
24451,18,9,0.5
23349,17,12,0.7058823529411765
24293,17,13,0.7647058823529411
23041,17,15,0.8823529411764706
23352,16,10,0.625
22372,15,10,0.6666666666666666
23476,14,7,0.5
24254,14,10,0.7142857142857143
23667,13,9,0.6923076923076923
24557,13,6,0.46153846153846156
23116,10,7,0.7
24618,9,6,0.6666666666666666
22893,9,5,0.5555555555555556
22739,8,5,0.625
23348,4,2,0.5
23983,2,2,1.0
