transformed_feature,raw_feature,feature_group,transformed_type,category,coefficient,abs_coefficient,odds_ratio,is_zero
numeric_scale__asof_pitcher_offspeed_rate,asof_pitcher_offspeed_rate,historical,scaled_numeric,,0.005427787080407143,0.005427787080407143,1.005442500114441,False
numeric_no_scale__strikes_before,strikes_before,context_static,numeric_no_scale,,-0.005216365214437246,0.005216365214437246,0.9947972297668457,False
numeric_scale__asof_pitcher_prev3_game_middle_rate,asof_pitcher_prev3_game_middle_rate,historical,scaled_numeric,,0.004078271333128214,0.004078271333128214,1.0040866136550903,False
numeric_scale__asof_pitcher_prev1_game_middle_rate,asof_pitcher_prev1_game_middle_rate,historical,scaled_numeric,,0.003700093599036336,0.003700093599036336,1.003706932067871,False
numeric_scale__li,li,context_static,scaled_numeric,,0.003652277635410428,0.003652277635410428,1.0036588907241821,False
numeric_no_scale__game_month,game_month,context_static,numeric_no_scale,,-0.0034241590183228254,0.0034241590183228254,0.9965817332267761,False
numeric_no_scale__outs_before,outs_before,context_static,numeric_no_scale,,0.0022163684479892254,0.0022163684479892254,1.0022188425064087,False
categorical__pitcher_team_id_18,pitcher_team_id,context_static,one_hot,18,0.0018634109292179346,0.0018634109292179346,1.0018651485443115,False
numeric_scale__score_diff_pitcher_team,score_diff_pitcher_team,context_static,scaled_numeric,,0.0014997420366853476,0.0014997420366853476,1.0015008449554443,False
numeric_scale__asof_pitcher_prev5_game_middle_rate,asof_pitcher_prev5_game_middle_rate,historical,scaled_numeric,,0.0013012734707444906,0.0013012734707444906,1.0013021230697632,False
numeric_scale__missingindicator_asof_batter_middle_rate,asof_batter_middle_rate,historical,missing_indicator,,0.000978460069745779,0.000978460069745779,1.000978946685791,False
numeric_scale__missingindicator_asof_batter_success_rate,asof_batter_success_rate,historical,missing_indicator,,0.000978460069745779,0.000978460069745779,1.000978946685791,False
numeric_scale__asof_batter_middle_rate,asof_batter_middle_rate,historical,scaled_numeric,,-0.0004977614153176546,0.0004977614153176546,0.9995023608207703,False
numeric_scale__missingindicator_asof_pitcher_prev3_game_middle_rate,asof_pitcher_prev3_game_middle_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__missingindicator_asof_pitcher_prev5_game_middle_rate,asof_pitcher_prev5_game_middle_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__missingindicator_asof_pitcher_prev1_game_success_rate,asof_pitcher_prev1_game_success_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__missingindicator_asof_pitcher_prev3_game_success_rate,asof_pitcher_prev3_game_success_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__missingindicator_asof_pitcher_prev5_game_success_rate,asof_pitcher_prev5_game_success_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__missingindicator_asof_pitcher_prev1_game_middle_rate,asof_pitcher_prev1_game_middle_rate,historical,missing_indicator,,0.0003966828517150134,0.0003966828517150134,1.000396728515625,False
numeric_scale__run_bot_before,run_bot_before,context_static,scaled_numeric,,-0.00025685864966362715,0.00025685864966362715,0.9997431635856628,False
numeric_no_scale__season,season,context_static,numeric_no_scale,,0.00012011009675916284,0.00012011009675916284,1.0001201629638672,False
numeric_scale__asof_pitcher_fastball_rate,asof_pitcher_fastball_rate,historical,scaled_numeric,,-7.161356188589707e-05,7.161356188589707e-05,0.99992835521698,False
categorical__batter_id_23899,batter_id,context_static,one_hot,23899,0.0,0.0,1.0,True
categorical__batter_id_23900,batter_id,context_static,one_hot,23900,0.0,0.0,1.0,True
categorical__batter_id_23901,batter_id,context_static,one_hot,23901,0.0,0.0,1.0,True
categorical__batter_id_23905,batter_id,context_static,one_hot,23905,0.0,0.0,1.0,True
categorical__batter_id_23906,batter_id,context_static,one_hot,23906,0.0,0.0,1.0,True
categorical__batter_id_23907,batter_id,context_static,one_hot,23907,0.0,0.0,1.0,True
categorical__batter_id_23911,batter_id,context_static,one_hot,23911,0.0,0.0,1.0,True
categorical__batter_id_23912,batter_id,context_static,one_hot,23912,0.0,0.0,1.0,True
categorical__batter_id_23913,batter_id,context_static,one_hot,23913,0.0,0.0,1.0,True
categorical__batter_id_23918,batter_id,context_static,one_hot,23918,0.0,0.0,1.0,True
categorical__batter_id_23919,batter_id,context_static,one_hot,23919,0.0,0.0,1.0,True
categorical__batter_id_23937,batter_id,context_static,one_hot,23937,0.0,0.0,1.0,True
categorical__batter_id_23938,batter_id,context_static,one_hot,23938,0.0,0.0,1.0,True
categorical__batter_id_23939,batter_id,context_static,one_hot,23939,0.0,0.0,1.0,True
categorical__batter_id_23940,batter_id,context_static,one_hot,23940,0.0,0.0,1.0,True
categorical__batter_id_23941,batter_id,context_static,one_hot,23941,0.0,0.0,1.0,True
categorical__batter_id_23945,batter_id,context_static,one_hot,23945,0.0,0.0,1.0,True
categorical__batter_id_23946,batter_id,context_static,one_hot,23946,0.0,0.0,1.0,True
categorical__batter_id_23948,batter_id,context_static,one_hot,23948,0.0,0.0,1.0,True
categorical__batter_id_23949,batter_id,context_static,one_hot,23949,0.0,0.0,1.0,True
categorical__batter_id_23957,batter_id,context_static,one_hot,23957,0.0,0.0,1.0,True
categorical__batter_id_23958,batter_id,context_static,one_hot,23958,0.0,0.0,1.0,True
categorical__batter_id_23960,batter_id,context_static,one_hot,23960,0.0,0.0,1.0,True
categorical__batter_id_23926,batter_id,context_static,one_hot,23926,0.0,0.0,1.0,True
categorical__batter_id_23854,batter_id,context_static,one_hot,23854,0.0,0.0,1.0,True
categorical__batter_id_23851,batter_id,context_static,one_hot,23851,0.0,0.0,1.0,True
categorical__batter_id_23849,batter_id,context_static,one_hot,23849,0.0,0.0,1.0,True
categorical__batter_id_23855,batter_id,context_static,one_hot,23855,0.0,0.0,1.0,True
categorical__batter_id_23859,batter_id,context_static,one_hot,23859,0.0,0.0,1.0,True
categorical__batter_id_23861,batter_id,context_static,one_hot,23861,0.0,0.0,1.0,True
categorical__batter_id_23847,batter_id,context_static,one_hot,23847,0.0,0.0,1.0,True
categorical__batter_id_23846,batter_id,context_static,one_hot,23846,0.0,0.0,1.0,True
categorical__batter_id_23845,batter_id,context_static,one_hot,23845,0.0,0.0,1.0,True
categorical__batter_id_23844,batter_id,context_static,one_hot,23844,0.0,0.0,1.0,True
categorical__batter_id_23842,batter_id,context_static,one_hot,23842,0.0,0.0,1.0,True
categorical__batter_id_23841,batter_id,context_static,one_hot,23841,0.0,0.0,1.0,True
categorical__batter_id_23961,batter_id,context_static,one_hot,23961,0.0,0.0,1.0,True
categorical__batter_id_23865,batter_id,context_static,one_hot,23865,0.0,0.0,1.0,True
categorical__batter_id_23840,batter_id,context_static,one_hot,23840,0.0,0.0,1.0,True
categorical__batter_id_23875,batter_id,context_static,one_hot,23875,0.0,0.0,1.0,True
categorical__batter_id_23876,batter_id,context_static,one_hot,23876,0.0,0.0,1.0,True
categorical__batter_id_23877,batter_id,context_static,one_hot,23877,0.0,0.0,1.0,True
categorical__batter_id_23878,batter_id,context_static,one_hot,23878,0.0,0.0,1.0,True
categorical__batter_id_23881,batter_id,context_static,one_hot,23881,0.0,0.0,1.0,True
categorical__batter_id_23882,batter_id,context_static,one_hot,23882,0.0,0.0,1.0,True
categorical__batter_id_23883,batter_id,context_static,one_hot,23883,0.0,0.0,1.0,True
categorical__batter_id_23890,batter_id,context_static,one_hot,23890,0.0,0.0,1.0,True
categorical__batter_id_23896,batter_id,context_static,one_hot,23896,0.0,0.0,1.0,True
categorical__batter_id_23838,batter_id,context_static,one_hot,23838,0.0,0.0,1.0,True
categorical__batter_id_23864,batter_id,context_static,one_hot,23864,0.0,0.0,1.0,True
categorical__batter_id_24008,batter_id,context_static,one_hot,24008,0.0,0.0,1.0,True
categorical__batter_id_24009,batter_id,context_static,one_hot,24009,0.0,0.0,1.0,True
categorical__batter_id_24010,batter_id,context_static,one_hot,24010,0.0,0.0,1.0,True
categorical__batter_id_24014,batter_id,context_static,one_hot,24014,0.0,0.0,1.0,True
categorical__batter_id_24016,batter_id,context_static,one_hot,24016,0.0,0.0,1.0,True
categorical__batter_id_24019,batter_id,context_static,one_hot,24019,0.0,0.0,1.0,True
categorical__batter_id_24022,batter_id,context_static,one_hot,24022,0.0,0.0,1.0,True
categorical__batter_id_24023,batter_id,context_static,one_hot,24023,0.0,0.0,1.0,True
categorical__batter_id_24024,batter_id,context_static,one_hot,24024,0.0,0.0,1.0,True
categorical__batter_id_24029,batter_id,context_static,one_hot,24029,0.0,0.0,1.0,True
categorical__batter_id_24031,batter_id,context_static,one_hot,24031,0.0,0.0,1.0,True
categorical__batter_id_23839,batter_id,context_static,one_hot,23839,0.0,0.0,1.0,True
categorical__batter_id_24034,batter_id,context_static,one_hot,24034,0.0,0.0,1.0,True
categorical__batter_id_24035,batter_id,context_static,one_hot,24035,0.0,0.0,1.0,True
categorical__batter_id_24040,batter_id,context_static,one_hot,24040,0.0,0.0,1.0,True
categorical__batter_id_24041,batter_id,context_static,one_hot,24041,0.0,0.0,1.0,True
categorical__batter_id_24046,batter_id,context_static,one_hot,24046,0.0,0.0,1.0,True
categorical__batter_id_24049,batter_id,context_static,one_hot,24049,0.0,0.0,1.0,True
categorical__batter_id_24050,batter_id,context_static,one_hot,24050,0.0,0.0,1.0,True
categorical__batter_id_24054,batter_id,context_static,one_hot,24054,0.0,0.0,1.0,True
categorical__batter_id_24058,batter_id,context_static,one_hot,24058,0.0,0.0,1.0,True
categorical__batter_id_24061,batter_id,context_static,one_hot,24061,0.0,0.0,1.0,True
categorical__batter_id_24066,batter_id,context_static,one_hot,24066,0.0,0.0,1.0,True
categorical__batter_id_24071,batter_id,context_static,one_hot,24071,0.0,0.0,1.0,True
categorical__batter_id_24033,batter_id,context_static,one_hot,24033,0.0,0.0,1.0,True
categorical__batter_id_23965,batter_id,context_static,one_hot,23965,0.0,0.0,1.0,True
categorical__batter_id_23970,batter_id,context_static,one_hot,23970,0.0,0.0,1.0,True
categorical__batter_id_23971,batter_id,context_static,one_hot,23971,0.0,0.0,1.0,True
categorical__batter_id_23974,batter_id,context_static,one_hot,23974,0.0,0.0,1.0,True
categorical__batter_id_23975,batter_id,context_static,one_hot,23975,0.0,0.0,1.0,True
categorical__batter_id_23976,batter_id,context_static,one_hot,23976,0.0,0.0,1.0,True
categorical__batter_id_23978,batter_id,context_static,one_hot,23978,0.0,0.0,1.0,True
categorical__batter_id_23980,batter_id,context_static,one_hot,23980,0.0,0.0,1.0,True
categorical__batter_id_23981,batter_id,context_static,one_hot,23981,0.0,0.0,1.0,True
categorical__batter_id_23983,batter_id,context_static,one_hot,23983,0.0,0.0,1.0,True
categorical__batter_id_23986,batter_id,context_static,one_hot,23986,0.0,0.0,1.0,True
categorical__batter_id_24007,batter_id,context_static,one_hot,24007,0.0,0.0,1.0,True
categorical__batter_id_23990,batter_id,context_static,one_hot,23990,0.0,0.0,1.0,True
categorical__batter_id_23991,batter_id,context_static,one_hot,23991,0.0,0.0,1.0,True
categorical__batter_id_23992,batter_id,context_static,one_hot,23992,0.0,0.0,1.0,True
categorical__batter_id_23993,batter_id,context_static,one_hot,23993,0.0,0.0,1.0,True
categorical__batter_id_23995,batter_id,context_static,one_hot,23995,0.0,0.0,1.0,True
categorical__batter_id_23996,batter_id,context_static,one_hot,23996,0.0,0.0,1.0,True
categorical__batter_id_24000,batter_id,context_static,one_hot,24000,0.0,0.0,1.0,True
categorical__batter_id_24002,batter_id,context_static,one_hot,24002,0.0,0.0,1.0,True
categorical__batter_id_24003,batter_id,context_static,one_hot,24003,0.0,0.0,1.0,True
categorical__batter_id_24004,batter_id,context_static,one_hot,24004,0.0,0.0,1.0,True
categorical__batter_id_24005,batter_id,context_static,one_hot,24005,0.0,0.0,1.0,True
categorical__batter_id_24006,batter_id,context_static,one_hot,24006,0.0,0.0,1.0,True
categorical__batter_id_23989,batter_id,context_static,one_hot,23989,0.0,0.0,1.0,True
categorical__batter_id_23639,batter_id,context_static,one_hot,23639,0.0,0.0,1.0,True
categorical__batter_id_23641,batter_id,context_static,one_hot,23641,0.0,0.0,1.0,True
categorical__batter_id_23645,batter_id,context_static,one_hot,23645,0.0,0.0,1.0,True
categorical__batter_id_23646,batter_id,context_static,one_hot,23646,0.0,0.0,1.0,True
categorical__batter_id_23649,batter_id,context_static,one_hot,23649,0.0,0.0,1.0,True
categorical__batter_id_23657,batter_id,context_static,one_hot,23657,0.0,0.0,1.0,True
categorical__batter_id_23658,batter_id,context_static,one_hot,23658,0.0,0.0,1.0,True
categorical__batter_id_23661,batter_id,context_static,one_hot,23661,0.0,0.0,1.0,True
categorical__batter_id_23662,batter_id,context_static,one_hot,23662,0.0,0.0,1.0,True
categorical__batter_id_23663,batter_id,context_static,one_hot,23663,0.0,0.0,1.0,True
categorical__batter_id_23664,batter_id,context_static,one_hot,23664,0.0,0.0,1.0,True
categorical__batter_id_24068,batter_id,context_static,one_hot,24068,0.0,0.0,1.0,True
categorical__batter_id_23667,batter_id,context_static,one_hot,23667,0.0,0.0,1.0,True
categorical__batter_id_23668,batter_id,context_static,one_hot,23668,0.0,0.0,1.0,True
categorical__batter_id_23669,batter_id,context_static,one_hot,23669,0.0,0.0,1.0,True
categorical__batter_id_23670,batter_id,context_static,one_hot,23670,0.0,0.0,1.0,True
categorical__batter_id_23671,batter_id,context_static,one_hot,23671,0.0,0.0,1.0,True
categorical__batter_id_23675,batter_id,context_static,one_hot,23675,0.0,0.0,1.0,True
categorical__batter_id_23677,batter_id,context_static,one_hot,23677,0.0,0.0,1.0,True
categorical__batter_id_23680,batter_id,context_static,one_hot,23680,0.0,0.0,1.0,True
categorical__batter_id_23681,batter_id,context_static,one_hot,23681,0.0,0.0,1.0,True
categorical__batter_id_23683,batter_id,context_static,one_hot,23683,0.0,0.0,1.0,True
categorical__batter_id_23685,batter_id,context_static,one_hot,23685,0.0,0.0,1.0,True
categorical__batter_id_23686,batter_id,context_static,one_hot,23686,0.0,0.0,1.0,True
categorical__batter_id_23666,batter_id,context_static,one_hot,23666,0.0,0.0,1.0,True
categorical__batter_id_23547,batter_id,context_static,one_hot,23547,0.0,0.0,1.0,True
categorical__batter_id_23549,batter_id,context_static,one_hot,23549,0.0,0.0,1.0,True
categorical__batter_id_23551,batter_id,context_static,one_hot,23551,0.0,0.0,1.0,True
categorical__batter_id_23552,batter_id,context_static,one_hot,23552,0.0,0.0,1.0,True
categorical__batter_id_23553,batter_id,context_static,one_hot,23553,0.0,0.0,1.0,True
categorical__batter_id_23562,batter_id,context_static,one_hot,23562,0.0,0.0,1.0,True
categorical__batter_id_23563,batter_id,context_static,one_hot,23563,0.0,0.0,1.0,True
categorical__batter_id_23574,batter_id,context_static,one_hot,23574,0.0,0.0,1.0,True
categorical__batter_id_23576,batter_id,context_static,one_hot,23576,0.0,0.0,1.0,True
categorical__batter_id_23578,batter_id,context_static,one_hot,23578,0.0,0.0,1.0,True
categorical__batter_id_23579,batter_id,context_static,one_hot,23579,0.0,0.0,1.0,True
categorical__batter_id_23635,batter_id,context_static,one_hot,23635,0.0,0.0,1.0,True
categorical__batter_id_23583,batter_id,context_static,one_hot,23583,0.0,0.0,1.0,True
categorical__batter_id_23584,batter_id,context_static,one_hot,23584,0.0,0.0,1.0,True
categorical__batter_id_23586,batter_id,context_static,one_hot,23586,0.0,0.0,1.0,True
categorical__batter_id_23602,batter_id,context_static,one_hot,23602,0.0,0.0,1.0,True
categorical__batter_id_23604,batter_id,context_static,one_hot,23604,0.0,0.0,1.0,True
categorical__batter_id_23605,batter_id,context_static,one_hot,23605,0.0,0.0,1.0,True
categorical__batter_id_23606,batter_id,context_static,one_hot,23606,0.0,0.0,1.0,True
categorical__batter_id_23608,batter_id,context_static,one_hot,23608,0.0,0.0,1.0,True
categorical__batter_id_23612,batter_id,context_static,one_hot,23612,0.0,0.0,1.0,True
categorical__batter_id_23614,batter_id,context_static,one_hot,23614,0.0,0.0,1.0,True
categorical__batter_id_23625,batter_id,context_static,one_hot,23625,0.0,0.0,1.0,True
categorical__batter_id_23626,batter_id,context_static,one_hot,23626,0.0,0.0,1.0,True
categorical__batter_id_23582,batter_id,context_static,one_hot,23582,0.0,0.0,1.0,True
categorical__batter_id_23746,batter_id,context_static,one_hot,23746,0.0,0.0,1.0,True
categorical__batter_id_23750,batter_id,context_static,one_hot,23750,0.0,0.0,1.0,True
categorical__batter_id_23752,batter_id,context_static,one_hot,23752,0.0,0.0,1.0,True
categorical__batter_id_23753,batter_id,context_static,one_hot,23753,0.0,0.0,1.0,True
categorical__batter_id_23755,batter_id,context_static,one_hot,23755,0.0,0.0,1.0,True
categorical__batter_id_23756,batter_id,context_static,one_hot,23756,0.0,0.0,1.0,True
categorical__batter_id_23757,batter_id,context_static,one_hot,23757,0.0,0.0,1.0,True
categorical__batter_id_23759,batter_id,context_static,one_hot,23759,0.0,0.0,1.0,True
categorical__batter_id_23760,batter_id,context_static,one_hot,23760,0.0,0.0,1.0,True
categorical__batter_id_23762,batter_id,context_static,one_hot,23762,0.0,0.0,1.0,True
categorical__batter_id_23763,batter_id,context_static,one_hot,23763,0.0,0.0,1.0,True
categorical__batter_id_23687,batter_id,context_static,one_hot,23687,0.0,0.0,1.0,True
categorical__batter_id_23771,batter_id,context_static,one_hot,23771,0.0,0.0,1.0,True
categorical__batter_id_23773,batter_id,context_static,one_hot,23773,0.0,0.0,1.0,True
categorical__batter_id_23776,batter_id,context_static,one_hot,23776,0.0,0.0,1.0,True
categorical__batter_id_23778,batter_id,context_static,one_hot,23778,0.0,0.0,1.0,True
categorical__batter_id_23780,batter_id,context_static,one_hot,23780,0.0,0.0,1.0,True
categorical__batter_id_23788,batter_id,context_static,one_hot,23788,0.0,0.0,1.0,True
categorical__batter_id_23789,batter_id,context_static,one_hot,23789,0.0,0.0,1.0,True
categorical__batter_id_23791,batter_id,context_static,one_hot,23791,0.0,0.0,1.0,True
categorical__batter_id_23793,batter_id,context_static,one_hot,23793,0.0,0.0,1.0,True
categorical__batter_id_23835,batter_id,context_static,one_hot,23835,0.0,0.0,1.0,True
categorical__batter_id_23836,batter_id,context_static,one_hot,23836,0.0,0.0,1.0,True
categorical__batter_id_23837,batter_id,context_static,one_hot,23837,0.0,0.0,1.0,True
categorical__batter_id_23768,batter_id,context_static,one_hot,23768,0.0,0.0,1.0,True
categorical__batter_id_23688,batter_id,context_static,one_hot,23688,0.0,0.0,1.0,True
categorical__batter_id_23691,batter_id,context_static,one_hot,23691,0.0,0.0,1.0,True
categorical__batter_id_23692,batter_id,context_static,one_hot,23692,0.0,0.0,1.0,True
categorical__batter_id_23693,batter_id,context_static,one_hot,23693,0.0,0.0,1.0,True
categorical__batter_id_23698,batter_id,context_static,one_hot,23698,0.0,0.0,1.0,True
categorical__batter_id_23700,batter_id,context_static,one_hot,23700,0.0,0.0,1.0,True
categorical__batter_id_23701,batter_id,context_static,one_hot,23701,0.0,0.0,1.0,True
categorical__batter_id_23702,batter_id,context_static,one_hot,23702,0.0,0.0,1.0,True
categorical__batter_id_23705,batter_id,context_static,one_hot,23705,0.0,0.0,1.0,True
categorical__batter_id_23706,batter_id,context_static,one_hot,23706,0.0,0.0,1.0,True
categorical__batter_id_23711,batter_id,context_static,one_hot,23711,0.0,0.0,1.0,True
categorical__batter_id_23742,batter_id,context_static,one_hot,23742,0.0,0.0,1.0,True
categorical__batter_id_23715,batter_id,context_static,one_hot,23715,0.0,0.0,1.0,True
categorical__batter_id_23718,batter_id,context_static,one_hot,23718,0.0,0.0,1.0,True
categorical__batter_id_23720,batter_id,context_static,one_hot,23720,0.0,0.0,1.0,True
categorical__batter_id_23723,batter_id,context_static,one_hot,23723,0.0,0.0,1.0,True
categorical__batter_id_23724,batter_id,context_static,one_hot,23724,0.0,0.0,1.0,True
categorical__batter_id_23726,batter_id,context_static,one_hot,23726,0.0,0.0,1.0,True
categorical__batter_id_23728,batter_id,context_static,one_hot,23728,0.0,0.0,1.0,True
categorical__batter_id_23732,batter_id,context_static,one_hot,23732,0.0,0.0,1.0,True
categorical__batter_id_23733,batter_id,context_static,one_hot,23733,0.0,0.0,1.0,True
categorical__batter_id_23734,batter_id,context_static,one_hot,23734,0.0,0.0,1.0,True
categorical__batter_id_23735,batter_id,context_static,one_hot,23735,0.0,0.0,1.0,True
categorical__batter_id_23739,batter_id,context_static,one_hot,23739,0.0,0.0,1.0,True
categorical__batter_id_23712,batter_id,context_static,one_hot,23712,0.0,0.0,1.0,True
categorical__batter_id_24353,batter_id,context_static,one_hot,24353,0.0,0.0,1.0,True
categorical__batter_id_24354,batter_id,context_static,one_hot,24354,0.0,0.0,1.0,True
categorical__batter_id_24356,batter_id,context_static,one_hot,24356,0.0,0.0,1.0,True
categorical__batter_id_24357,batter_id,context_static,one_hot,24357,0.0,0.0,1.0,True
categorical__batter_id_24359,batter_id,context_static,one_hot,24359,0.0,0.0,1.0,True
categorical__batter_id_24362,batter_id,context_static,one_hot,24362,0.0,0.0,1.0,True
categorical__batter_id_24366,batter_id,context_static,one_hot,24366,0.0,0.0,1.0,True
categorical__batter_id_24368,batter_id,context_static,one_hot,24368,0.0,0.0,1.0,True
categorical__batter_id_24371,batter_id,context_static,one_hot,24371,0.0,0.0,1.0,True
categorical__batter_id_24372,batter_id,context_static,one_hot,24372,0.0,0.0,1.0,True
categorical__batter_id_24375,batter_id,context_static,one_hot,24375,0.0,0.0,1.0,True
categorical__batter_id_23548,batter_id,context_static,one_hot,23548,0.0,0.0,1.0,True
categorical__batter_id_24381,batter_id,context_static,one_hot,24381,0.0,0.0,1.0,True
categorical__batter_id_24382,batter_id,context_static,one_hot,24382,0.0,0.0,1.0,True
categorical__batter_id_24383,batter_id,context_static,one_hot,24383,0.0,0.0,1.0,True
categorical__batter_id_24385,batter_id,context_static,one_hot,24385,0.0,0.0,1.0,True
categorical__batter_id_24386,batter_id,context_static,one_hot,24386,0.0,0.0,1.0,True
categorical__batter_id_24390,batter_id,context_static,one_hot,24390,0.0,0.0,1.0,True
categorical__batter_id_24396,batter_id,context_static,one_hot,24396,0.0,0.0,1.0,True
categorical__batter_id_24397,batter_id,context_static,one_hot,24397,0.0,0.0,1.0,True
categorical__batter_id_24398,batter_id,context_static,one_hot,24398,0.0,0.0,1.0,True
categorical__batter_id_24400,batter_id,context_static,one_hot,24400,0.0,0.0,1.0,True
categorical__batter_id_24402,batter_id,context_static,one_hot,24402,0.0,0.0,1.0,True
categorical__batter_id_24403,batter_id,context_static,one_hot,24403,0.0,0.0,1.0,True
categorical__batter_id_24379,batter_id,context_static,one_hot,24379,0.0,0.0,1.0,True
categorical__batter_id_24288,batter_id,context_static,one_hot,24288,0.0,0.0,1.0,True
categorical__batter_id_24292,batter_id,context_static,one_hot,24292,0.0,0.0,1.0,True
categorical__batter_id_24295,batter_id,context_static,one_hot,24295,0.0,0.0,1.0,True
categorical__batter_id_24296,batter_id,context_static,one_hot,24296,0.0,0.0,1.0,True
categorical__batter_id_24297,batter_id,context_static,one_hot,24297,0.0,0.0,1.0,True
categorical__batter_id_24299,batter_id,context_static,one_hot,24299,0.0,0.0,1.0,True
categorical__batter_id_24301,batter_id,context_static,one_hot,24301,0.0,0.0,1.0,True
categorical__batter_id_24302,batter_id,context_static,one_hot,24302,0.0,0.0,1.0,True
categorical__batter_id_24304,batter_id,context_static,one_hot,24304,0.0,0.0,1.0,True
categorical__batter_id_24308,batter_id,context_static,one_hot,24308,0.0,0.0,1.0,True
categorical__batter_id_24309,batter_id,context_static,one_hot,24309,0.0,0.0,1.0,True
categorical__batter_id_24352,batter_id,context_static,one_hot,24352,0.0,0.0,1.0,True
categorical__batter_id_24325,batter_id,context_static,one_hot,24325,0.0,0.0,1.0,True
categorical__batter_id_24326,batter_id,context_static,one_hot,24326,0.0,0.0,1.0,True
categorical__batter_id_24331,batter_id,context_static,one_hot,24331,0.0,0.0,1.0,True
categorical__batter_id_24332,batter_id,context_static,one_hot,24332,0.0,0.0,1.0,True
categorical__batter_id_24335,batter_id,context_static,one_hot,24335,0.0,0.0,1.0,True
categorical__batter_id_24336,batter_id,context_static,one_hot,24336,0.0,0.0,1.0,True
categorical__batter_id_24341,batter_id,context_static,one_hot,24341,0.0,0.0,1.0,True
categorical__batter_id_24342,batter_id,context_static,one_hot,24342,0.0,0.0,1.0,True
categorical__batter_id_24345,batter_id,context_static,one_hot,24345,0.0,0.0,1.0,True
categorical__batter_id_24348,batter_id,context_static,one_hot,24348,0.0,0.0,1.0,True
categorical__batter_id_24350,batter_id,context_static,one_hot,24350,0.0,0.0,1.0,True
categorical__batter_id_24351,batter_id,context_static,one_hot,24351,0.0,0.0,1.0,True
categorical__batter_id_24315,batter_id,context_static,one_hot,24315,0.0,0.0,1.0,True
categorical__batter_hand_1,batter_hand,context_static,one_hot,1,0.0,0.0,1.0,True
categorical__batter_hand_2,batter_hand,context_static,one_hot,2,0.0,0.0,1.0,True
categorical__pitcher_team_id_12,pitcher_team_id,context_static,one_hot,12,0.0,0.0,1.0,True
categorical__pitcher_team_id_13,pitcher_team_id,context_static,one_hot,13,0.0,0.0,1.0,True
categorical__pitcher_team_id_14,pitcher_team_id,context_static,one_hot,14,0.0,0.0,1.0,True
categorical__pitcher_team_id_15,pitcher_team_id,context_static,one_hot,15,0.0,0.0,1.0,True
categorical__pitcher_team_id_16,pitcher_team_id,context_static,one_hot,16,0.0,0.0,1.0,True
categorical__pitcher_team_id_17,pitcher_team_id,context_static,one_hot,17,0.0,0.0,1.0,True
